# Requirement-to-test traceability matrix. Owned by DOC-16 section 16; format per DOC-00 section 8.3.
# Generated by tools/generate_matrix.py from _traceability/requirements.csv and the source tree.
#
# Three cell values, because a blank and a gap are different things:
#   <value>          the artifact, cited by requirement identifier in the source
#   N/A (reason)     the requirement owes no artifact: superseded, or verified by a
#                    method that produces no code (design inspection, demonstration,
#                    code review, architecture review, penetration test)
#   MISSING (reason) no artifact of that kind cites the requirement -- this is a GAP.
#                    Some requirements legitimately need no table and no endpoint, which is
#                    why only the test_case_id column feeds a release gate. This tool cannot
#                    tell the two apart, and says MISSING rather than guessing N/A.
#
# Evidence is a requirement identifier cited in source. That means somebody wrote the
# identifier next to the code; it is coverage, not conformance.
#
# 'Passing' is per test CLASS, from the JUnit XML: Gradle writes @DisplayName into the
# name attribute, so the method name is absent from the results. A @Disabled method is
# detected in source and never counted as passing.
#
# Release gates: see _traceability/GAPS.md.
requirement_id,owning_doc,design_ref,schema_ref,api_ref,test_case_id,verification_method,status,notes
SEC-AUD-023,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-024,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-025,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-026,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-027,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-028,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUD-029,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-030,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-AUD-031,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-032,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-033,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-034,DOC-14,N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no automated test is owed),ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
SEC-AUD-035,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-036,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-037,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-038,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-039,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUD-040,DOC-14,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-001,DOC-07,AssetPermissions; Dispatcher; PermissionId; +2 more,"permission_catalogue (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-AUZ-002,DOC-07,AuthorizedQuery,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-AUZ-003,DOC-07,N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no automated test is owed),CODE_REVIEW,Active,priority MUST_HAVE
SEC-AUZ-004,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-005,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-006,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-007,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-008,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-009,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-010,DOC-07,ClosureBackedScopeResolution; RequestScope; ScopeResolutionQuery; +1 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#assignmentsUnionNotCrossProduct; OperationManifestTest#<class-level citation>; OperationManifestTest#writeManifest; +3 more,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-011,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-012,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-013,DOC-07,AuthorizationGate; AuthorizationGateway; AuthorizationRequest; +3 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),DenyByDefaultTest#<class-level citation>; KernelGateTest#onlyAuthorizationKernelMintsTheKey; TierScaleAndAdapterTest#resolverPortCannotYieldTheGateKey,AUTOMATED_TEST|CODE_REVIEW|ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
SEC-AUZ-014,DOC-07,AdminPages; AuthorizationDecision; AuthorizationGate; +15 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#denyOnEvaluationFailure; AuthorizedTraversalAndAttributesTest#unavailableResolutionYieldsEmpty; DenyByDefaultTest#deniesOnEvaluationError; +5 more,AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-AUZ-015,DOC-07,AuthorizationDecision; AuthorizationGate; AuthorizationRequest; +3 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),DenyByDefaultTest#<class-level citation>; DenyByDefaultTest#everyDenialIsAudited,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-016,DOC-07,AuthorizationRequest; InventoryService; ObjectReference; +2 more,"application_inventory (view, V018__application_inventory.sql); request_board (view, V022__request_board.sql); rm_finding_index (table, V012__read_models.sql)",DenialResponse; RequestValidation,ApiFrameworkTest#noFilterExpressionLanguage; ApiFrameworkTest#scopePredicateMustBeInTheQuery; AuthorizationAssertionInventoryTest#collectionPredicateInRetrieval; +3 more,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-017,DOC-07,AdminPages; ApplicationPages; AssessmentService; +5 more,MISSING (no schema object cites this requirement),AnnotationClass; PlatformOperations,AuthorizationAssertionInventoryTest#identifierRevalidatedIndependentlyOfProvenance; OperationManifestTest#writeManifest,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-018,DOC-07,AssessmentRequest; Dispatcher; ObjectReference,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#filteredPickerIsNotAControl; IntakeTest#descriptorIsResolvedNotSupplied; IntakeTest#mfaWithoutBypassRefused,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-019,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-020,DOC-07,AssessmentRequest; AssetGraphTraversal; AuthorizationDecision; +3 more,"audit_event (table, V002__audit_event.sql)",DenialResponse,ApiFrameworkTest#oneDenialOnly; AssetInvariantTest#resultDisclosesNothingAboutPruning; DenyByDefaultTest#denialReasonCarriesNoObjectDetail; +3 more,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-021,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),RequestValidation,ApiFrameworkTest#noFilterExpressionLanguage; AuthorizationAssertionInventoryTest#fieldRestrictionOnEveryEgressPath,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-022,DOC-07,Dispatcher; ResourceCatalogue,MISSING (no schema object cites this requirement),OperationRegistry; RequestValidation,ApiFrameworkTest#restrictedFieldsAreAbsent; AuthorizationAssertionInventoryTest#restrictedFieldAbsentNotMasked; InterfaceStateTest#withheldConfirmsNothing,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-023,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-024,DOC-07,AssetGraphTraversal,MISSING (no schema object cites this requirement),ScopedTraversalEndpoint,AuthorizationAssertionInventoryTest#graphTraversalFiltersPerNode,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-025,DOC-07,AssetGraphTraversal,MISSING (no schema object cites this requirement),ScopedTraversalEndpoint,AssetInvariantTest#depthBoundIsScopeIndependent; AuthorizationAssertionInventoryTest#graphTraversalFiltersPerNode,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-026,DOC-07,NodePosture,"rm_workload_current (table, V012__read_models.sql)",ScoreBreakdownEndpoint,AuthorizationAssertionInventoryTest#aggregateMinimumPopulation; AuthorizationAssertionInventoryTest#scoreBreakdownRestrictedToInScopeContributions; IsolationPathInventoryTest#search; +2 more,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-027,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),ScoreBreakdownEndpoint,AuthorizationAssertionInventoryTest#scoreBreakdownRestrictedToInScopeContributions,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-028,DOC-07,AuthorizedQuery; Condition; EvaluationTime; +3 more,"audit_event (table, V002__audit_event.sql)",MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#historicalEvaluationUsesTheRecordedDescriptor; OrgNodeAndResolutionTest#<class-level citation>; OrgNodeAndResolutionTest#historicalEvaluationUsesTheDescriptor; +1 more,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-029,DOC-07,AuthorizedQuery; EvaluationTime; RequestScope; +1 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#historicalEvaluationUsesTheRecordedDescriptor,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-030,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-AUZ-031,DOC-07,IdentitySynchronization,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#objectGrantNotWidened,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-032,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-033,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#grantOnlyPrincipalCannotEnumerate,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-034,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-035,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),AnnotationClass,ApiFrameworkTest#serviceIngestIsNotHumanInvokable; AuthorizationAssertionInventoryTest#servicePrincipalScopeIsPinned,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-036,DOC-07,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-AUZ-037,DOC-07,AutomationRule; BulkOperation; DenialReason,"automation_execution (table, V009__work_management.sql); ensure_automation_execution_partitions (function, V009__work_management.sql)",MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#automationCannotExceedItsOwner; KernelPersistenceVerificationTest#automationDenialsCarryReasons; WorkItemAndAutomationTest#executionsRecordDenials; +1 more,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-AUZ-038,DOC-07,AutomationRule,"automation_rule (table, V009__work_management.sql)",MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#automationCannotExceedItsOwner; KernelPersistenceVerificationTest#suspendedRuleCannotBeEnabled; WorkItemAndAutomationTest#ceilingUsesCurrentPermissions; +1 more,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-039,DOC-07,DenialReason; RequestTransition; TransitionEvaluation; +1 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#separationOfDutiesAtGrantAndAction; FindingAggregateTest#separationOfDutiesPairsAreDeclared; WorkflowAndTransitionLogTest#separationOfDutiesAtActionTime,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-040,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-041,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-042,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-043,DOC-07,DenialReason,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#separationOfDutiesAtGrantAndAction,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-044,DOC-07,MISSING (no main source file cites this requirement),"audit_event (table, V002__audit_event.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-045,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-046,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-047,DOC-07,ScopeGrant,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#sharedViewEvaluatesAsTheViewer,AUTOMATED_TEST|ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
SEC-AUZ-048,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-049,DOC-07,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-050,DOC-07,AuthorizedQuery; PermissionId; PipelineGate; +1 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-AUZ-051,DOC-07,FingerprintInputs; RoleIdentifierComparison,N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no automated test is owed),CODE_REVIEW,Active,priority MUST_HAVE
SEC-PLT-001,DOC-26,CredentialBootstrap,"N/A (verified by code review; the artifact is the review record, document inspection; no code artifact is owed)","N/A (verified by code review; the artifact is the review record, document inspection; no code artifact is owed)","N/A (verified by code review; the artifact is the review record, document inspection; no automated test is owed)",CODE_REVIEW|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-PLT-002,DOC-26,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-PLT-003,DOC-26,AssetGraphTraversal; ScopeResolvingAuthorizationGate,"audit_event (table, V002__audit_event.sql); authentication_attempt (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),DenyByDefaultTest#everyDenialIsAudited,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-PLT-004,DOC-26,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-PLT-005,DOC-26,ActorType; WorkItemStateTransition,"reject_transition_log_change (function, V009__work_management.sql); work_item_state_transition (table, V009__work_management.sql)",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#transitionLogActorRules; WorkflowAndTransitionLogTest#actorAttribution,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-PLT-006,DOC-26,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-PLT-007,DOC-26,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-PLT-008,DOC-26,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
SEC-PLT-009,DOC-26,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-PLT-010,DOC-26,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-PLT-011,DOC-26,"N/A (verified by document inspection, penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by document inspection, penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by document inspection, penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by document inspection, penetration test, scheduled before commercial release; no automated test is owed)",PENETRATION_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-PTR-004,DOC-06,RoleAccount; SecretRef,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),IntakeTest#noValueAccessor,AUTOMATED_TEST|PENETRATION_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-PTR-006,DOC-06,Evidence,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),EvidenceAndGrantTest#filenamesAreServerGenerated; EvidenceAndGrantTest#typeMismatchIsVisible,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SBM-003,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),ARCHITECTURE_REVIEW|AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SBM-004,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-001,DOC-06,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-SEC-002,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-003,DOC-06,Totp,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-004,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-005,DOC-06,AuthPages; IdentityService,"authentication_attempt (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-006,DOC-06,AccountPages; AccountService; IdentityService; +1 more,"breached_password (table, V015__identity_and_access.sql); password_policy (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-007,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-008,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-009,DOC-06,AuthPages; IdentityService,"principal_session (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-010,DOC-06,IdentityService,"password_policy (table, V015__identity_and_access.sql); principal_session (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-011,DOC-06,IdentityService; SessionPrincipalResolver,"principal_session (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-012,DOC-06,AccountPages; IdentityService,"principal_session (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-013,DOC-06,SessionPrincipalResolver,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-014,DOC-06,PasswordHash; src/app/build.gradle.kts,"V017__role_delete_grant.sql; principal_credential (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-015,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-016,DOC-06,AccountPages; AccountService; AuthPages; +1 more,"credential_reset_token (table, V015__identity_and_access.sql); principal (table, V015__identity_and_access.sql); principal_session (table, V015__identity_and_access.sql)",MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-017,DOC-06,"N/A (verified by architecture review; the artifact is the review record, code review; the artifact is the review record; no code artifact is owed)","N/A (verified by architecture review; the artifact is the review record, code review; the artifact is the review record; no code artifact is owed)","N/A (verified by architecture review; the artifact is the review record, code review; the artifact is the review record; no code artifact is owed)","N/A (verified by architecture review; the artifact is the review record, code review; the artifact is the review record; no automated test is owed)",CODE_REVIEW|ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-018,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-019,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-020,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
